drug_id,description,administrative_status,approved_for_hospital_use,reimbursement_rate,marketing_declaration_date,marketing_authorization_date,marketing_authorization_process,pharmaceutical_companies,price
8055_train,plaquette(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20060101,20010101,Procédure de reconnaissance mutuelle, NOVARTIS PHARMA,34.23
8056_train,1 flacon(s) en verre de 10 ml,Présentation active,oui,65%,19490101,19980101,Procédure nationale, SANOFI AVENTIS FRANCE,33.82
8057_train,plaquette(s) thermoformée(s) polypropylène aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20070101,Procédure de reconnaissance mutuelle, LABORATOIRES GRUNENTHAL,7.16
8058_train,1 tube(s) de 50 g,Présentation active,oui,15%,19790101,19770101,Procédure nationale, SINCLAIR PHARMA FRANCE,2.86
8059_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,100%,20110101,20080101,Procédure décentralisée, TEVA SANTE,46.73
8060_train,plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC aluminium de 30 comprimé(s),Présentation active,oui,30%,20120101,20120101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,4.01
8061_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 gélule(s),Présentation active,oui,65%,20050101,20050101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,7.72
8062_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 gélule(s),Présentation active,oui,65%,20110101,20110101,Procédure nationale, ZYDUS FRANCE,1.08
8063_train,plaquette(s) thermoformée(s) PVC aluminium de 28 comprimé(s),Présentation active,oui,65%,19850101,19970101,Procédure nationale, ASPEN PHARMA TRADING (IRLANDE),1.31
8064_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,non,65%,20150101,20110101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,7.55
8065_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, LABORATOIRES MAYOLY SPINDLER,24.15
8066_train,3 tube(s) polypropylène de 20  comprimé(s),Présentation active,oui,30%,20040101,19980101,Procédure nationale, ARROW GENERIQUES,7.74
8067_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 84 comprimé(s),Présentation active,non,65%,20120101,20050101,Procédure de reconnaissance mutuelle, EG LABO - LABORATOIRES EUROGENERICS,22.04
8068_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,100%,20110101,20080101,Procédure décentralisée, SANOFI AVENTIS FRANCE,46.73
8069_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,non,65%,20140101,20090101,Procédure décentralisée, RATIOPHARM (ALLEMAGNE),18.63
8070_train,plaquette(s) thermoformée(s) PVC-aluminium de 28  gélule(s),Présentation active,non,65%,20120101,19960101,Procédure nationale, MYLAN SAS,5.37
8071_train,"1 flacon(s) en verre de 2,5 ml avec 20 spatule(s)",Présentation active,oui,30%,20150101,20100101,Procédure nationale, PLUS PHARMACIE,13.19
8072_train,pilulier(s) polypropylène de 30 comprimé(s),Présentation active,oui,65%,20050101,20050101,Procédure nationale, SANOFI AVENTIS FRANCE,7.71
8073_train,flacon(s) polyéthylène haute densité (PEHD) de 56 comprimé(s),Présentation active,non,65%,20130101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),43.5
8074_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,18.63
8075_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,15%,20070101,20050101,Procédure nationale, SANOFI AVENTIS FRANCE,14.67
8076_train,plaquette(s) thermoformée(s) aluminium de 8 comprimé(s),Présentation active,oui,65%,20050101,20040101,Procédure nationale, MYLAN SAS,2.46
8077_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 gélule(s),Présentation active,oui,30%,20060101,20060101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,6.25
8078_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s),Présentation active,non,65%,20120101,20020101,Procédure nationale, QUALIMED (LYON),1.98
8079_train,plaquette(s) thermoformée(s) PVC-aluminium de 90 comprimé(s),Présentation active,non,65%,20130101,20010101,Procédure nationale, ZYDUS FRANCE,5.64
8080_train,1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 ml avec seringue(s) pour administration orale polyéthylène polystyrène avec gobelet(s) doseur(s) polypropylène,Présentation active,non,65%,20130101,20080101,Procédure nationale, VENIPHARM,6.59
8081_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20080101,20070101,Procédure décentralisée, TEVA SANTE,5.27
8082_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20110101,Procédure nationale, CRISTERS,6.36
8083_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, ARROW GENERIQUES,8.13
8084_train,plaquette(s) thermoformée(s) PVC polyamide aluminium de 28 comprimé(s),Présentation active,non,65%,20130101,19930101,Procédure nationale, SANOFI AVENTIS FRANCE,5.91
8085_train,1 flacon(s) polypropylène de 150 ml avec seringue(s) pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéter(s),Présentation active,oui,65%,20130101,19840101,Procédure nationale, GE HEALTHCARE,53.75
8086_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20090101,Procédure nationale, ARROW GENERIQUES,6.36
8087_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 35 comprimé(s),Présentation active,oui,65%,19980101,19980101,Procédure nationale, MYLAN SAS,43.33
8088_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20100101,Procédure décentralisée, CRISTERS,18.63
8089_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,20100101,Procédure nationale, TEVA SANTE,6.36
8090_train,plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s),Présentation active,oui,65%,20050101,20040101,Procédure nationale, TEVA SANTE,41.79
8091_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,non,65%,20140101,20090101,Procédure décentralisée, RATIOPHARM (ALLEMAGNE),7.73
8092_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,30%,20000101,19990101,Procédure nationale, LABORATOIRES MADAUS,5.98
8093_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,non,65%,20150101,20110101,Procédure décentralisée, ABDI FARMA (PORTUGAL),18.63
8094_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20080101,Procédure nationale, ARROW GENERIQUES,18.63
8095_train,1 flacon(s) polypropylène de 100 ml  avec seringue(s) pour  injecteur Medrad Stellant (+ microperfuseur + raccord) et avec cathéter(s),Présentation active,oui,65%,20140101,19840101,Procédure nationale, GE HEALTHCARE,42.58
8096_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure décentralisée, KRKA (SLOVENIE),18.63
8097_train,flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s),Présentation active,non,65%,20120101,20050101,Procédure nationale, ZYDUS FRANCE,7.21
8098_train,28 sachet(s) polyacrylonitrile aluminium polytéréphtalate (PET) papier avec fermeture de sécurité enfant de 1 film,Présentation active,oui,65%,20130101,20110101,Procédure décentralisée, MEDA PHARMA (FRANCE),192.53
8099_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, CRISTERS,16.03
8100_train,5 sachet(s) polytéréphtalate (PET) aluminium P-A-M-éthylène (SURLYN) avec fermeture de sécurité enfant de 1 dispositif(s) avec système de récupération,Présentation active,oui,65%,20100101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),43.85
8101_train,3 plaquette(s) PVC-Aluminium de 21 comprimé(s),Présentation active,oui,65%,19860101,19850101,Procédure nationale, PFIZER HOLDING FRANCE,3.79
8102_train,5 ampoule(s) en verre de 1 ml,Présentation active,oui,15%,19900101,19840101,Procédure de reconnaissance mutuelle, NOVARTIS PHARMA,9.79
8103_train,"1 cartouche(s) en verre de 1,5 ml dans stylo pré-rempli en plastique",Présentation active,oui,100%,20150101,20040101,Procédure de reconnaissance mutuelle, NOVO NORDISK,309.07
8104_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure nationale, CRISTERS,7.73
8105_train,plaquette(s) formée(s) à froid polyamide PVC aluminium de 28 comprimé(s),Présentation active,oui,65%,20100101,20080101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,7.55
8106_train,plaquette(s) thermoformée(s) aluminium de 84 gélule(s),Présentation active,oui,65%,20100101,20090101,Procédure de reconnaissance mutuelle, ARROW GENERIQUES,15.22
8107_train,1 tube(s) aluminium verni de 100 g,Présentation active,oui,65%,19670101,19960101,Procédure nationale, ASTRAZENECA,1.87
8108_train,plaquette(s) thermoformée(s) papier polytéréphtalate (PET) aluminium PVC de 20 comprimé(s),Présentation active,oui,65%,20030101,20020101,Procédure de reconnaissance mutuelle, LABORATOIRES GRUNENTHAL,3.79
8109_train,10 ampoule(s) en verre brun de 2  ml,Présentation active,non,65%,20150101,19880101,Procédure nationale, NEPALM,1.67
8110_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, ZYDUS FRANCE,4.82
8111_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,19970101,19960101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,3.2
8112_train,tube(s) aluminium de 60  pilule(s),Présentation active,non,65%,20140101,19900101,Procédure nationale, MEDI-FARMA,1.89
8113_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s),Présentation active,oui,65%,20040101,20040101,Procédure nationale, MYLAN SAS,6.75
8114_train,plaquette(s) thermoformée(s) PVC-aluminium de 60 comprimé(s),Présentation active,oui,65%,19810101,19800101,Procédure nationale, SANOFI AVENTIS FRANCE,11.95
8115_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20060101,19790101,Procédure nationale, PHOENIX LABS (IRLANDE),27.63
8116_train,"1 flacon(s) en verre brun avec bouchon de sécurité enfant de 125 ml avec un dispositif avec 2 cuillères-mesure (2,5 ml et 5 ml)",Présentation active,oui,65%,19950101,19910101,Procédure nationale, GLAXOSMITHKLINE,25.45
8117_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20080101,Procédure de reconnaissance mutuelle, ZYDUS FRANCE,18.63
8118_train,plaquette(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20140101,20130101,Procédure nationale, TEVA SANTE,11.41
8119_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,oui,30%,20110101,20100101,Procédure décentralisée, BIOGARAN,4.15
8120_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 12  comprimé(s),Présentation active,oui,65%,20040101,20030101,Procédure nationale, MYLAN SAS,7.05
8121_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,oui,65%,20100101,20070101,Procédure nationale, LABORATOIRES ALTER,13.45
8122_train,plaquette(s) PVC PVDC aluminium de 56 comprimé(s),Présentation active,oui,15%,20130101,20130101,Procédure nationale, CRISTERS,30.21
8123_train,1 tube(s) aluminium de 15 g,Présentation active,oui,30%,20100101,20100101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,3.09
8124_train,3 plaquette(s) thermoformée(s) aluminium poly(chlorure-acétochlorure) de vinyle de 10  comprimé(s),Présentation active,oui,65%,19590101,19970101,Procédure nationale, SANOFI AVENTIS FRANCE,3.7
8125_train,1 flacon(s) en verre de 30 ml,Présentation active,oui,65%,19720101,19970101,Procédure nationale, GUERBET,4.49
8126_train,plaquette(s) thermoformée(s) polyéthylène PVC de 1  ovule(s),Présentation active,oui,30%,19880101,19870101,Procédure nationale, JANSSEN CILAG,1.95
8127_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s),Présentation active,oui,30%,20090101,20080101,Procédure nationale, BIOGARAN,6.2
8128_train,1 flacon(s) en verre brun de 120  ml avec seringue(s) pour administration orale polyéthylène,Présentation active,oui,65%,19980101,19970101,Procédure de reconnaissance mutuelle, JANSSEN CILAG,34.85
8129_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, ZYDUS FRANCE,19.75
8130_train,plaquette(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20060101,20010101,Procédure de reconnaissance mutuelle, NOVARTIS PHARMA,12.11
8131_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20100101,20100101,Procédure décentralisée, SANDOZ,18.63
8132_train,1 flacon(s) en verre brun avec pompe(s) doseuse(s) de 120 PULVERISATION,Présentation active,oui,30%,20080101,20080101,Procédure centralisée, GLAXO GROUP (ROYAUME-UNI),7.65
8133_train,5 sachet(s) polytéréphtalate (PET) polyéthylène aluminium de 1 dispositif(s) avec système de récupération,Présentation active,oui,65%,20090101,20090101,Procédure nationale, SANDOZ,18.55
8134_train,plaquette(s) thermoformée(s) aluminium de 28 gélule(s),Présentation active,oui,65%,20110101,20100101,Procédure nationale, EVOLUPHARM,8.14
8135_train,"1 flacon(s) en verre de 50 ml avec nécessaire dadministration  (seringue (polypropylène) stérile à usage unique, cathéter IV (BD Insyte Autoguard), prolongateur (PVC))",Présentation active,oui,65%,19910101,19810101,Procédure nationale, BRACCO IMAGING FRANCE,16.35
8136_train,1 flacon(s) polyéthylène de 60 ml avec seringue pour administration orale polypropylène-polyéthylène,Présentation active,oui,65%,20140101,19980101,Procédure nationale, MYLAN MEDICAL,6.24
8137_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,20020101,20010101,Procédure nationale, BIOGARAN,2.04
8138_train,20 sachet(s)-dose(s) papier aluminium polyéthylène de 1  dose(s),Présentation active,oui,65%,19790101,19960101,Procédure nationale, SANOFI AVENTIS FRANCE,3.06
8139_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20150101,20120101,Procédure nationale, ZYDUS FRANCE,23.49
8140_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20080101,Procédure nationale, EVOLUPHARM,4.16
8141_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure décentralisée, BLUEFISH PHARMACEUTICALS (SUEDE),7.55
8142_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium suremballée(s)/surpochée(s) de 50 gélule(s),Présentation active,oui,100%,20130101,20100101,Procédure décentralisée, SANDOZ,84.97
8143_train,plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s),Présentation active,oui,65%,20150101,19970101,Procédure nationale, MYLAN SAS,11.75
8144_train,28 plaquette(s) PVC PVDC aluminium avec fermeture de sécurité enfant de 1 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,3.67
8145_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 10  comprimé(s),Présentation active,oui,65%,20040101,20030101,Procédure nationale, MYLAN SAS,3.61
8146_train,plaquette(s) aluminium polyamide PVC-Aluminium de 60 comprimé(s),Présentation active,oui,100%,20050101,20040101,Procédure de reconnaissance mutuelle, NOVARTIS PHARMA,103.92
8147_train,plaquette(s) thermoformée(s) PVC-aluminium de 16  comprimé(s),Présentation active,oui,65%,19910101,19900101,Procédure nationale, BAYER HEALTHCARE,1.59
8148_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s),Présentation active,oui,65%,20090101,20030101,Procédure nationale, CRISTERS,1.66
8149_train,plaquette(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20130101,Procédure nationale, ZYDUS FRANCE,18.63
8150_train,plaquette(s) PVC PVDC aluminium de 84 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure centralisée, GLAXO GROUP (ROYAUME-UNI),17.22
8151_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, CRISTERS,18.58
8152_train,plaquette(s) thermoformée(s) polyamide PVC aluminium avec fermeture de sécurité enfant de 10 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure décentralisée, PROSTRAKAN (ROYAUME UNI),72.63
